url,type,title,date,status_code
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688541983.jpeg,image,dr-natasha-bhutto-1f0d889b.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688542006.jpeg,image,dr-shobha-e0893647.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688541720.jpeg,image,dr-sunny-kumar-189f33db.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688541785.jpeg,image,dr-komal-6424aecc.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688541935.jpeg,image,dr-sonam-534aa510.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688541907.jpeg,image,dr-shahmeer-khan-4d19a24a.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1688541760.jpeg,image,dr-fayaz-hussain-900d50f5.jpeg,,200
https://www.smbbmu.edu.pk/beta/campuses/college-of-medical-technology,campus,Introduction,,200
https://www.smbbmu.edu.pk/beta/uploads/employees/images/1766837440.png,image,introduction-hod-641bf033.png,,200
https://www.smbbmu.edu.pk/beta/campuses/sukkur-college-of-nursing,campus,Introduction,,200
https://www.smbbmu.edu.pk/beta/news/details/flag-hositing-and-plantation-drive-mark-youm-e-azadi-celebrations-at-smbbmu-08-14-2025,news,Flag Hositing and Plantation Drive mark  Youm-e-Azadi Celebrations at SMBBMU,2025-08-14,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1755755246533165260_731608203209229_7036468186271868761_n_thumb.jpg,image,1755755246533165260-731608203209229-7036468186271868761-n-thumb-b41e3f14.jpg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1755755246533421358_731608136542569_552492457768752228_n_thumb.jpg,image,1755755246533421358-731608136542569-552492457768752228-n-thumb-c154aee9.jpg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1755755246533165260_731608203209229_7036468186271868761_n_thumb.jpg,image,1755755246533165260-731608203209229-7036468186271868761-n-thumb-589f41ae.jpg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1755755246533421358_731608136542569_552492457768752228_n_thumb.jpg,image,1755755246533421358-731608136542569-552492457768752228-n-thumb-268aefbd.jpg,,200
https://www.smbbmu.edu.pk/beta/news/details/free-mega-medical-camp-in-celebration-of-jashn-e-azadi-08-07-2025,news,Free Mega Medical Camp in Celebration of Jashn-e-Azadi,2025-08-07,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/17561076221_thumb.png,image,17561076221-thumb-73a4ff92.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/17561076152_thumb.png,image,17561076152-thumb-7360f42d.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/17561075857_thumb.png,image,17561075857-thumb-b3c92280.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/17561075843_thumb.png,image,17561075843-thumb-712f2b0e.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/175610757114_thumb.png,image,175610757114-thumb-fd96b0b4.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/175610757019_thumb.png,image,175610757019-thumb-167dca00.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/17561075486_thumb.png,image,17561075486-thumb-a29a2f9d.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/175610754715_thumb.png,image,175610754715-thumb-c4bf981f.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/17561076221_thumb.png,image,17561076221-thumb-d876a7c4.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/17561076152_thumb.png,image,17561076152-thumb-ec4d241b.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/17561075857_thumb.png,image,17561075857-thumb-2af07805.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/17561075843_thumb.png,image,17561075843-thumb-647344a4.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/175610757114_thumb.png,image,175610757114-thumb-7e9d838b.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/175610757019_thumb.png,image,175610757019-thumb-66f5f760.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/17561075486_thumb.png,image,17561075486-thumb-7b299d36.png,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/175610754715_thumb.png,image,175610754715-thumb-4cc9086f.png,,200
https://www.smbbmu.edu.pk/beta/news/details/smbbmu-observed-youm-e-istehsal-e-kashmir-08-05-2024,news,SMBBMU Observed Youm-e-Istehsal e Kashmir,2024-08-05,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722932204event10_thumb.jpeg,image,1722932204event10-thumb-f7609db0.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722932186event8_thumb.jpeg,image,1722932186event8-thumb-e8a040c0.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722932134event9_thumb.jpeg,image,1722932134event9-thumb-5d3cab45.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722932070event7_thumb.jpeg,image,1722932070event7-thumb-b50ab541.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722932066event6_thumb.jpeg,image,1722932066event6-thumb-a68b166b.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722931964event5_thumb.jpeg,image,1722931964event5-thumb-b0817c5f.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722931825event4_thumb.jpeg,image,1722931825event4-thumb-60be5a90.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722931790event3_thumb.jpeg,image,1722931790event3-thumb-370fb595.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722931622event1_thumb.jpeg,image,1722931622event1-thumb-5db2a2e0.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/1722931612event2_thumb.jpeg,image,1722931612event2-thumb-8e7f66d1.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722932204event10_thumb.jpeg,image,1722932204event10-thumb-3cc447a6.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722932186event8_thumb.jpeg,image,1722932186event8-thumb-353f0e00.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722932134event9_thumb.jpeg,image,1722932134event9-thumb-eb2e32a4.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722932070event7_thumb.jpeg,image,1722932070event7-thumb-566d130a.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722932066event6_thumb.jpeg,image,1722932066event6-thumb-a9d93667.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722931964event5_thumb.jpeg,image,1722931964event5-thumb-154bad1d.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722931825event4_thumb.jpeg,image,1722931825event4-thumb-73231c56.jpeg,,200
https://www.smbbmu.edu.pk/beta/uploads/gallery/events/thumbs/1722931790event3_thumb.jpeg,image,1722931790event3-thumb-ad58723a.jpeg,,200
